-640:10:02,-640:10:02
685:00:00,685:00:00
57:10:05,57:10:05
718:10:01,718:10:01
-820:12:03,-820:12:03
-590:10:05,-590:10:05
130:13:02,130:13:02
455:12:02,455:12:02
140:08:03,140:08:03
219:14:01,219:14:01
-750:00:00,-750:00:00
-785:13:05,-785:13:05
89:10:05,89:10:05
-767:15:03,-767:15:03
741:15:02,741:15:02
252:15:05,252:15:05
-655:09:05,-655:09:05
-354:14:03,-354:14:03
-512:11:05,-512:11:05
-31:15:00,-31:15:00
119:13:03,119:13:03
-704:11:05,-704:11:05
715:11:04,715:11:04
-147:12:02,-147:12:02
-24:16:02,-24:16:02
565:16:04,565:16:04
-561:09:02,-561:09:02
116:14:02,116:14:02
-803:11:05,-803:11:05
576:11:01,576:11:01
653:12:02,653:12:02
-799:11:00,-799:11:00
-464:10:01,-464:10:01
370:07:03,370:07:03
147:08:00,147:08:00
491:12:04,491:12:04
657:07:00,657:07:00
-213:08:02,-213:08:02
-780:16:03,-780:16:03
-638:10:02,-638:10:02
270:05:00,270:05:00
503:12:04,503:12:04
-334:10:00,-334:10:00
111:10:04,111:10:04
-281:14:00,-281:14:00
468:09:04,468:09:04
-698:15:03,-698:15:03
164:14:00,164:14:00
-18:07:05,-18:07:05
284:13:01,284:13:01
-296:14:04,-296:14:04
360:14:04,360:14:04
544:05:00,544:05:00
596:11:01,596:11:01
-602:16:00,-602:16:00
673:08:05,673:08:05
174:01:00,174:01:00
183:09:01,183:09:01
-126:08:01,-126:08:01
-778:13:02,-778:13:02
653:12:00,653:12:00
-300:14:01,-300:14:01
-250:14:05,-250:14:05
774:13:01,774:13:01
325:12:03,325:12:03
336:07:04,336:07:04
-279:12:00,-279:12:00
252:08:03,252:08:03
78:13:05,78:13:05
-723:10:04,-723:10:04
-248:13:02,-248:13:02
-209:15:03,-209:15:03
-488:08:03,-488:08:03
-276:00:00,-276:00:00
-271:11:04,-271:11:04
287:16:05,287:16:05
374:14:00,374:14:00
-533:16:03,-533:16:03
766:13:03,766:13:03
576:10:03,576:10:03
147:06:00,147:06:00
810:00:00,810:00:00
256:05:00,256:05:00
-284:14:03,-284:14:03
-501:08:02,-501:08:02
-455:03:00,-455:03:00
-623:10:00,-623:10:00
-143:12:04,-143:12:04
-327:15:05,-327:15:05
-596:10:01,-596:10:01
314:12:00,314:12:00
269:12:04,269:12:04
577:07:02,577:07:02
345:03:00,345:03:00
-156:04:00,-156:04:00
24:13:03,24:13:03
467:15:00,467:15:00
142:11:01,142:11:01
-619:03:00,-619:03:00
-324:14:04,-324:14:04
-336:07:04,-336:07:04
777:16:00,777:16:00
-377:09:01,-377:09:01
-175:15:00,-175:15:00
-701:16:01,-701:16:01
189:16:02,189:16:02
-501:08:01,-501:08:01
213:14:05,213:14:05
-16:09:05,-16:09:05
73:07:01,73:07:01
-472:12:05,-472:12:05
756:08:01,756:08:01
541:11:01,541:11:01
381:08:03,381:08:03
515:10:03,515:10:03
-318:13:00,-318:13:00
-4:10:01,-4:10:01
-178:13:05,-178:13:05
-238:12:04,-238:12:04
-689:16:03,-689:16:03
496:16:03,496:16:03
-287:15:02,-287:15:02
-111:15:02,-111:15:02
-829:01:00,-829:01:00
-593:08:01,-593:08:01
-678:12:03,-678:12:03
-250:11:02,-250:11:02
-620:15:00,-620:15:00
-107:10:04,-107:10:04
-761:13:05,-761:13:05
-562:15:02,-562:15:02
-566:09:01,-566:09:01
831:10:02,831:10:02
485:09:01,485:09:01
-762:14:01,-762:14:01
-14:07:03,-14:07:03
414:11:01,414:11:01
446:07:01,446:07:01
502:16:04,502:16:04
599:14:02,599:14:02
-201:09:04,-201:09:04
502:09:04,502:09:04
741:09:04,741:09:04
-393:11:04,-393:11:04
738:13:04,738:13:04
-777:10:01,-777:10:01
-273:12:02,-273:12:02
170:13:05,170:13:05
572:07:04,572:07:04
-720:09:05,-720:09:05
-476:16:05,-476:16:05
622:05:00,622:05:00
-387:08:02,-387:08:02
86:08:03,86:08:03
-357:11:02,-357:11:02
-707:13:01,-707:13:01
-599:16:01,-599:16:01
361:10:04,361:10:04
267:12:04,267:12:04
741:12:04,741:12:04
120:16:03,120:16:03
259:16:03,259:16:03
-592:16:01,-592:16:01
-705:10:00,-705:10:00
770:13:05,770:13:05
-661:10:05,-661:10:05
59:09:00,59:09:00
675:16:01,675:16:01
-231:11:00,-231:11:00
-406:14:05,-406:14:05
-428:13:04,-428:13:04
149:12:02,149:12:02
154:01:00,154:01:00
359:13:00,359:13:00
-29:15:04,-29:15:04
-808:14:02,-808:14:02
-571:15:05,-571:15:05
665:11:02,665:11:02
623:09:00,623:09:00
220:08:04,220:08:04
-670:13:03,-670:13:03
-700:12:05,-700:12:05
644:06:00,644:06:00
219:15:03,219:15:03
791:10:04,791:10:04
775:07:01,775:07:01
-3:15:00,-3:15:00
636:16:04,636:16:04
-524:13:02,-524:13:02
480:08:01,480:08:01
401:06:00,401:06:00
-731:15:03,-731:15:03
-150:07:04,-150:07:04
394:11:05,394:11:05
162:11:01,162:11:01
811:07:04,811:07:04
-648:06:00,-648:06:00
-387:15:04,-387:15:04
-727:15:04,-727:15:04
32:14:02,32:14:02
-480:15:00,-480:15:00
-162:13:01,-162:13:01
-584:11:04,-584:11:04
380:08:01,380:08:01
37:07:03,37:07:03
-327:12:02,-327:12:02
-616:16:05,-616:16:05
-198:14:03,-198:14:03
-794:10:03,-794:10:03
-632:09:00,-632:09:00
372:09:04,372:09:04
523:16:03,523:16:03
-525:07:03,-525:07:03
679:07:00,679:07:00
-320:15:05,-320:15:05
-734:10:04,-734:10:04
-174:16:05,-174:16:05
-276:13:00,-276:13:00
274:05:00,274:05:00
-28:07:03,-28:07:03
-450:04:00,-450:04:00
-807:10:00,-807:10:00
-777:08:05,-777:08:05
-284:11:05,-284:11:05
-286:12:03,-286:12:03
521:16:01,521:16:01
254:00:00,254:00:00
189:12:02,189:12:02
519:10:00,519:10:00
362:16:00,362:16:00
558:15:00,558:15:00
573:09:05,573:09:05
-230:15:05,-230:15:05
-827:14:03,-827:14:03
251:08:00,251:08:00
-551:01:00,-551:01:00
-280:09:05,-280:09:05
79:09:05,79:09:05
-220:16:03,-220:16:03
12:15:04,12:15:04
-486:11:05,-486:11:05
112:15:05,112:15:05
-273:12:04,-273:12:04
-635:09:00,-635:09:00
90:13:02,90:13:02
-169:09:05,-169:09:05
264:16:04,264:16:04
402:11:01,402:11:01
272:16:00,272:16:00
-108:07:00,-108:07:00
440:10:00,440:10:00
708:15:00,708:15:00
-225:13:01,-225:13:01
-639:16:00,-639:16:00
-24:07:05,-24:07:05
-723:11:03,-723:11:03
86:09:02,86:09:02
-44:16:00,-44:16:00
-486:05:00,-486:05:00
165:11:03,165:11:03
-356:16:00,-356:16:00
803:14:01,803:14:01
-107:12:04,-107:12:04
-171:10:03,-171:10:03
244:15:03,244:15:03
-222:11:01,-222:11:01
547:13:04,547:13:04
-701:09:04,-701:09:04
706:14:00,706:14:00
629:09:02,629:09:02
137:09:01,137:09:01
564:12:04,564:12:04
-80:13:01,-80:13:01
-53:11:01,-53:11:01
75:13:01,75:13:01
162:15:03,162:15:03
-2:08:01,-2:08:01
70:11:03,70:11:03
-253:13:01,-253:13:01
-167:09:00,-167:09:00
466:13:01,466:13:01
832:15:05,832:15:05
-84:08:02,-84:08:02
-25:00:00,-25:00:00
697:07:03,697:07:03
-307:07:04,-307:07:04
129:06:00,129:06:00
511:06:00,511:06:00
-92:07:04,-92:07:04
-219:07:05,-219:07:05
-9:12:03,-9:12:03
221:10:04,221:10:04
37:15:01,37:15:01
123:16:02,123:16:02
831:11:01,831:11:01
318:08:04,318:08:04
303:14:01,303:14:01
467:09:05,467:09:05
387:07:04,387:07:04
579:05:00,579:05:00
229:03:00,229:03:00
694:13:03,694:13:03
176:15:05,176:15:05
-186:08:02,-186:08:02
-237:09:01,-237:09:01
406:14:05,406:14:05
-155:08:01,-155:08:01
-463:16:02,-463:16:02
81:09:02,81:09:02
-459:10:02,-459:10:02
382:12:01,382:12:01
64:08:01,64:08:01
-383:09:03,-383:09:03
423:07:05,423:07:05
187:10:01,187:10:01
827:06:00,827:06:00
-39:10:04,-39:10:04
-775:12:02,-775:12:02
89:13:01,89:13:01
284:15:00,284:15:00
-245:13:05,-245:13:05
-107:07:05,-107:07:05
552:09:03,552:09:03
-703:15:02,-703:15:02
-668:13:05,-668:13:05
-229:14:03,-229:14:03
-636:15:00,-636:15:00
-310:10:03,-310:10:03
279:16:04,279:16:04
357:10:04,357:10:04
534:15:00,534:15:00
-736:11:00,-736:11:00
-444:08:05,-444:08:05
-636:14:01,-636:14:01
-202:16:02,-202:16:02
-461:10:00,-461:10:00
274:13:03,274:13:03
-387:12:04,-387:12:04
51:14:03,51:14:03
303:15:05,303:15:05
193:11:02,193:11:02
218:00:00,218:00:00
219:08:02,219:08:02
-499:10:04,-499:10:04
-329:12:03,-329:12:03
-801:13:01,-801:13:01
-393:13:05,-393:13:05
-486:11:01,-486:11:01
-392:12:00,-392:12:00
220:11:03,220:11:03
100:10:04,100:10:04
-148:07:05,-148:07:05
-346:12:02,-346:12:02
-664:07:01,-664:07:01
787:12:01,787:12:01
305:12:04,305:12:04
-439:09:05,-439:09:05
776:15:00,776:15:00
-173:10:01,-173:10:01
-562:13:01,-562:13:01
-72:10:00,-72:10:00
348:15:02,348:15:02
-90:01:00,-90:01:00
-59:15:02,-59:15:02
556:16:03,556:16:03
308:09:02,308:09:02
170:16:03,170:16:03
184:01:00,184:01:00
505:15:04,505:15:04
301:13:03,301:13:03
181:02:00,181:02:00
700:05:00,700:05:00
-111:10:03,-111:10:03
559:13:01,559:13:01
219:13:01,219:13:01
428:01:00,428:01:00
264:11:00,264:11:00
-454:03:00,-454:03:00
679:13:04,679:13:04
-688:13:05,-688:13:05
780:15:04,780:15:04
762:10:05,762:10:05
149:03:00,149:03:00
460:13:04,460:13:04
-522:14:03,-522:14:03
407:03:00,407:03:00
42:07:03,42:07:03
-508:13:04,-508:13:04
-467:08:02,-467:08:02
527:08:00,527:08:00
302:14:00,302:14:00
-337:13:04,-337:13:04
-685:15:01,-685:15:01
19:16:04,19:16:04
-480:15:01,-480:15:01
699:12:02,699:12:02
540:11:00,540:11:00
-174:13:02,-174:13:02
-654:13:05,-654:13:05
-125:05:00,-125:05:00
-87:11:01,-87:11:01
718:14:05,718:14:05
-269:00:00,-269:00:00
-205:07:04,-205:07:04
732:11:02,732:11:02
440:16:04,440:16:04
-34:08:00,-34:08:00
-761:15:04,-761:15:04
517:15:05,517:15:05
252:16:04,252:16:04
349:09:01,349:09:01
63:09:03,63:09:03
-697:12:03,-697:12:03
-746:14:03,-746:14:03
301:09:05,301:09:05
-733:10:01,-733:10:01
549:12:00,549:12:00
-145:15:05,-145:15:05
308:08:00,308:08:00
364:07:01,364:07:01
-58:15:04,-58:15:04
-744:10:00,-744:10:00
0:09:04,0:09:04
-685:13:05,-685:13:05
-292:06:00,-292:06:00
-522:14:01,-522:14:01
-210:09:00,-210:09:00
482:14:01,482:14:01
340:09:01,340:09:01
-405:03:00,-405:03:00
-706:12:02,-706:12:02
-632:11:01,-632:11:01
221:12:01,221:12:01
-518:07:01,-518:07:01
736:07:03,736:07:03
836:09:03,836:09:03
631:15:03,631:15:03
-14:02:00,-14:02:00
-4:07:04,-4:07:04
304:10:02,304:10:02
628:16:01,628:16:01
3:02:00,3:02:00
332:16:00,332:16:00
-613:01:00,-613:01:00
-28:16:02,-28:16:02
113:04:00,113:04:00
735:09:03,735:09:03
-589:13:01,-589:13:01
731:10:01,731:10:01
-686:11:03,-686:11:03
725:08:05,725:08:05
-601:15:03,-601:15:03
166:09:04,166:09:04
-26:12:03,-26:12:03
447:04:00,447:04:00
627:10:05,627:10:05
-360:12:05,-360:12:05
-472:15:01,-472:15:01
-604:09:03,-604:09:03
-405:09:01,-405:09:01
-325:07:03,-325:07:03
-689:11:00,-689:11:00
-106:13:04,-106:13:04
167:10:05,167:10:05
436:13:03,436:13:03
-105:11:05,-105:11:05
211:16:01,211:16:01
-299:14:03,-299:14:03
810:08:00,810:08:00
126:10:02,126:10:02
-121:14:04,-121:14:04
566:14:01,566:14:01
159:14:00,159:14:00
735:11:01,735:11:01
-91:15:00,-91:15:00
298:01:00,298:01:00
566:15:04,566:15:04
-404:07:02,-404:07:02
805:07:04,805:07:04
-827:11:02,-827:11:02
236:14:01,236:14:01
777:10:04,777:10:04
355:09:04,355:09:04
-344:13:04,-344:13:04
84:11:02,84:11:02
-251:09:03,-251:09:03
611:08:01,611:08:01
-459:00:00,-459:00:00
313:15:02,313:15:02
356:08:00,356:08:00
-55:08:05,-55:08:05
-515:00:00,-515:00:00
-27:09:03,-27:09:03
-819:09:00,-819:09:00
-829:10:03,-829:10:03
-191:15:04,-191:15:04
638:09:04,638:09:04
267:09:04,267:09:04
-130:10:03,-130:10:03
145:03:00,145:03:00
-524:06:00,-524:06:00
325:15:05,325:15:05
144:08:01,144:08:01
-453:10:01,-453:10:01
-477:16:03,-477:16:03
445:10:04,445:10:04
158:15:02,158:15:02
-769:08:02,-769:08:02
9:16:03,9:16:03
765:07:04,765:07:04
-58:14:05,-58:14:05
389:06:00,389:06:00
-138:09:00,-138:09:00
-108:14:00,-108:14:00
-593:08:00,-593:08:00
106:05:00,106:05:00
-124:01:00,-124:01:00
407:08:03,407:08:03
65:14:04,65:14:04
740:11:01,740:11:01
-280:11:04,-280:11:04
-370:13:05,-370:13:05
-431:08:00,-431:08:00
-322:16:01,-322:16:01
-77:11:04,-77:11:04
434:12:00,434:12:00
464:09:04,464:09:04
452:12:00,452:12:00
520:15:02,520:15:02
691:07:02,691:07:02
507:08:00,507:08:00
271:08:03,271:08:03
-112:07:04,-112:07:04
-366:10:02,-366:10:02
-111:11:01,-111:11:01
-642:12:04,-642:12:04
232:02:00,232:02:00
-193:13:00,-193:13:00
-433:14:01,-433:14:01
-255:10:01,-255:10:01
732:14:04,732:14:04
-40:08:05,-40:08:05
-379:11:01,-379:11:01
474:13:01,474:13:01
-828:15:00,-828:15:00
-390:09:01,-390:09:01
-72:08:01,-72:08:01
-444:11:05,-444:11:05
71:13:05,71:13:05
28:13:04,28:13:04
-397:07:01,-397:07:01
407:09:05,407:09:05
483:13:04,483:13:04
-222:15:01,-222:15:01
358:09:01,358:09:01
-118:12:00,-118:12:00
-163:11:00,-163:11:00
397:11:04,397:11:04
345:12:02,345:12:02
604:13:01,604:13:01
185:06:00,185:06:00
85:06:00,85:06:00
-368:13:04,-368:13:04
144:12:03,144:12:03
-3:16:02,-3:16:02
-303:14:04,-303:14:04
-725:08:04,-725:08:04
402:14:00,402:14:00
341:09:03,341:09:03
685:15:00,685:15:00
601:10:00,601:10:00
-133:16:02,-133:16:02
-392:13:04,-392:13:04
-795:16:04,-795:16:04
446:08:01,446:08:01
-336:15:01,-336:15:01
157:15:04,157:15:04
-109:13:00,-109:13:00
603:14:05,603:14:05
-202:04:00,-202:04:00
-365:16:05,-365:16:05
664:10:00,664:10:00
-30:08:00,-30:08:00
-454:08:00,-454:08:00
-737:11:03,-737:11:03
257:13:05,257:13:05
-602:10:05,-602:10:05
726:09:02,726:09:02
-505:12:05,-505:12:05
532:12:01,532:12:01
34:13:02,34:13:02
-597:13:04,-597:13:04
-254:14:05,-254:14:05
-15:14:05,-15:14:05
523:13:05,523:13:05
412:08:04,412:08:04
289:09:03,289:09:03
346:13:01,346:13:01
-460:08:05,-460:08:05
-150:13:04,-150:13:04
93:10:04,93:10:04
537:03:00,537:03:00
532:01:00,532:01:00
564:08:04,564:08:04
703:07:02,703:07:02
781:07:03,781:07:03
-577:10:05,-577:10:05
-147:07:04,-147:07:04
339:09:01,339:09:01
147:16:01,147:16:01
-226:09:01,-226:09:01
68:11:02,68:11:02
-603:16:03,-603:16:03
351:08:00,351:08:00
-456:12:04,-456:12:04
122:08:03,122:08:03
-359:15:02,-359:15:02
-168:15:00,-168:15:00
787:06:00,787:06:00
410:13:02,410:13:02
-734:09:05,-734:09:05
-647:11:05,-647:11:05
-667:04:00,-667:04:00
390:12:05,390:12:05
-118:15:02,-118:15:02
612:09:00,612:09:00
735:00:00,735:00:00
237:15:02,237:15:02
-515:11:00,-515:11:00
131:08:04,131:08:04
-232:15:05,-232:15:05
153:13:01,153:13:01
424:16:04,424:16:04
62:13:02,62:13:02
-597:09:01,-597:09:01
-134:10:05,-134:10:05
671:15:01,671:15:01
-281:13:05,-281:13:05
-787:08:04,-787:08:04
247:08:01,247:08:01
336:16:00,336:16:00
566:09:03,566:09:03
-473:09:03,-473:09:03
81:16:01,81:16:01
-741:12:04,-741:12:04
481:10:02,481:10:02
340:10:01,340:10:01
-631:03:00,-631:03:00
-572:10:00,-572:10:00
613:12:04,613:12:04
-386:16:05,-386:16:05
-69:10:04,-69:10:04
-53:15:05,-53:15:05
149:13:01,149:13:01
-604:11:03,-604:11:03
-129:11:01,-129:11:01
-160:10:02,-160:10:02
97:16:00,97:16:00
-106:09:01,-106:09:01
-397:16:00,-397:16:00
-384:15:02,-384:15:02
-753:07:04,-753:07:04
-547:16:02,-547:16:02
-229:12:02,-229:12:02
649:09:04,649:09:04
242:03:00,242:03:00
547:11:01,547:11:01
-687:08:00,-687:08:00
-213:11:05,-213:11:05
701:07:03,701:07:03
-219:03:00,-219:03:00
828:15:04,828:15:04
-783:14:05,-783:14:05
-17:15:04,-17:15:04
523:09:01,523:09:01
-757:08:02,-757:08:02
795:09:04,795:09:04
-340:10:00,-340:10:00
-144:14:01,-144:14:01
820:10:04,820:10:04
-202:12:05,-202:12:05
-485:07:04,-485:07:04
628:05:00,628:05:00
-156:12:03,-156:12:03
722:01:00,722:01:00
719:16:00,719:16:00
-171:09:02,-171:09:02
307:04:00,307:04:00
419:02:00,419:02:00
176:10:04,176:10:04
807:13:05,807:13:05
94:16:00,94:16:00
630:08:05,630:08:05
478:07:05,478:07:05
-43:13:04,-43:13:04
197:16:00,197:16:00
-571:13:01,-571:13:01
611:13:00,611:13:00
-194:09:04,-194:09:04
273:09:00,273:09:00
-241:06:00,-241:06:00
-654:07:04,-654:07:04
-432:08:00,-432:08:00
-685:08:03,-685:08:03
340:08:05,340:08:05
670:15:00,670:15:00
-443:15:05,-443:15:05
-151:15:05,-151:15:05
389:16:00,389:16:00
-831:07:03,-831:07:03
-478:10:00,-478:10:00
542:13:05,542:13:05
-586:13:04,-586:13:04
-240:10:01,-240:10:01
806:07:05,806:07:05
-411:15:05,-411:15:05
120:16:04,120:16:04
-271:12:00,-271:12:00
658:07:04,658:07:04
-357:09:04,-357:09:04
171:08:02,171:08:02
374:10:05,374:10:05
114:12:01,114:12:01
-651:12:02,-651:12:02
-90:11:03,-90:11:03
-145:12:01,-145:12:01
-610:13:05,-610:13:05
443:16:00,443:16:00
-722:12:01,-722:12:01
-678:09:00,-678:09:00
-706:10:05,-706:10:05
-351:07:05,-351:07:05
-785:11:04,-785:11:04
648:08:02,648:08:02
683:11:00,683:11:00
-504:09:03,-504:09:03
-319:08:00,-319:08:00
-688:12:04,-688:12:04
61:08:01,61:08:01
529:12:01,529:12:01
685:14:04,685:14:04
470:08:03,470:08:03
159:15:05,159:15:05
-589:07:04,-589:07:04
-733:07:01,-733:07:01
-752:08:02,-752:08:02
655:16:05,655:16:05
-809:10:01,-809:10:01
-679:16:04,-679:16:04
-512:11:00,-512:11:00
719:13:00,719:13:00
-679:16:00,-679:16:00
-763:12:02,-763:12:02
604:09:00,604:09:00
530:10:05,530:10:05
155:08:00,155:08:00
226:15:04,226:15:04
-219:10:03,-219:10:03
532:13:01,532:13:01
785:13:05,785:13:05
538:07:04,538:07:04
-69:10:03,-69:10:03
-792:06:00,-792:06:00
-791:14:03,-791:14:03
172:07:05,172:07:05
724:10:03,724:10:03
-337:09:02,-337:09:02
644:13:04,644:13:04
-148:09:01,-148:09:01
392:03:00,392:03:00
145:16:04,145:16:04
-328:05:00,-328:05:00
-225:11:03,-225:11:03
450:16:01,450:16:01
806:16:05,806:16:05
54:01:00,54:01:00
284:00:00,284:00:00
617:15:05,617:15:05
-37:07:02,-37:07:02
744:16:02,744:16:02
-448:14:03,-448:14:03
-594:05:00,-594:05:00
-31:07:03,-31:07:03
13:15:01,13:15:01
-802:11:05,-802:11:05
-478:11:01,-478:11:01
677:13:02,677:13:02
-629:07:01,-629:07:01
232:12:02,232:12:02
-647:12:01,-647:12:01
-470:07:01,-470:07:01
-531:07:00,-531:07:00
-501:09:02,-501:09:02
515:06:00,515:06:00
130:12:02,130:12:02
-589:09:04,-589:09:04
-316:11:03,-316:11:03
304:11:04,304:11:04
167:16:01,167:16:01
-607:08:05,-607:08:05
106:08:01,106:08:01
-397:12:02,-397:12:02
613:15:00,613:15:00
41:15:01,41:15:01
244:07:01,244:07:01
822:09:03,822:09:03
-687:09:02,-687:09:02
710:09:02,710:09:02
771:09:04,771:09:04
676:15:02,676:15:02
423:15:03,423:15:03
602:15:02,602:15:02
403:02:00,403:02:00
-651:07:04,-651:07:04
-273:11:03,-273:11:03
-93:13:02,-93:13:02
-564:16:05,-564:16:05
505:08:03,505:08:03
-414:13:01,-414:13:01
399:10:01,399:10:01
181:08:03,181:08:03
-578:08:04,-578:08:04
-660:15:03,-660:15:03
308:14:01,308:14:01
-785:12:05,-785:12:05
524:16:03,524:16:03
-549:13:03,-549:13:03
-552:14:02,-552:14:02
667:11:04,667:11:04
-607:13:03,-607:13:03
419:09:01,419:09:01
-650:12:02,-650:12:02
423:16:05,423:16:05
300:16:01,300:16:01
-468:09:02,-468:09:02
68:10:02,68:10:02
832:09:03,832:09:03
-176:01:00,-176:01:00
-723:15:01,-723:15:01
-795:16:01,-795:16:01
-810:08:01,-810:08:01
-61:07:01,-61:07:01
-820:03:00,-820:03:00
462:15:02,462:15:02
-566:12:01,-566:12:01
-615:10:03,-615:10:03
2:00:00,2:00:00
124:07:04,124:07:04
155:09:04,155:09:04
337:14:02,337:14:02
-3:08:05,-3:08:05
-37:07:00,-37:07:00
-55:14:01,-55:14:01
678:11:04,678:11:04
288:00:00,288:00:00
345:04:00,345:04:00
-181:12:01,-181:12:01
-650:09:01,-650:09:01
-250:00:00,-250:00:00
-48:12:04,-48:12:04
763:13:05,763:13:05
772:07:04,772:07:04
542:16:04,542:16:04
626:08:03,626:08:03
274:16:00,274:16:00
-716:11:05,-716:11:05
531:14:04,531:14:04
439:07:05,439:07:05
-771:12:04,-771:12:04
-301:12:05,-301:12:05
609:10:02,609:10:02
-98:13:05,-98:13:05
-73:07:01,-73:07:01
-682:07:01,-682:07:01
-49:13:01,-49:13:01
-304:14:02,-304:14:02
123:10:01,123:10:01
-269:07:03,-269:07:03
-429:11:01,-429:11:01
244:11:00,244:11:00
-550:13:00,-550:13:00
-173:10:05,-173:10:05
-406:12:03,-406:12:03
-179:12:03,-179:12:03
-333:00:00,-333:00:00
622:11:02,622:11:02
49:07:03,49:07:03
-323:08:05,-323:08:05
-289:07:00,-289:07:00
604:07:03,604:07:03
-738:13:02,-738:13:02
-741:12:01,-741:12:01
555:16:01,555:16:01
453:11:00,453:11:00
-436:13:02,-436:13:02
-126:12:05,-126:12:05
732:11:01,732:11:01
404:08:03,404:08:03
-27:16:03,-27:16:03
-20:08:04,-20:08:04
17:02:00,17:02:00
-290:00:00,-290:00:00
614:08:05,614:08:05
587:11:05,587:11:05
564:12:02,564:12:02
199:07:01,199:07:01
79:15:03,79:15:03
-604:16:00,-604:16:00
-445:07:04,-445:07:04
-562:15:05,-562:15:05
-206:04:00,-206:04:00
-338:13:04,-338:13:04
-757:11:05,-757:11:05
268:13:05,268:13:05
566:13:05,566:13:05
55:10:03,55:10:03
338:07:01,338:07:01
-126:04:00,-126:04:00
512:04:00,512:04:00
604:10:02,604:10:02
184:08:04,184:08:04
-396:11:03,-396:11:03
-408:13:03,-408:13:03
378:15:00,378:15:00
-226:07:01,-226:07:01
831:00:00,831:00:00
251:04:00,251:04:00
739:11:04,739:11:04
-648:15:03,-648:15:03
764:10:02,764:10:02
-177:11:00,-177:11:00
429:14:02,429:14:02
687:16:02,687:16:02
-674:16:00,-674:16:00
-174:16:03,-174:16:03
804:09:03,804:09:03
-184:10:05,-184:10:05
-160:12:04,-160:12:04
-726:09:02,-726:09:02
-298:16:00,-298:16:00
-107:08:03,-107:08:03
-300:10:01,-300:10:01
-270:15:02,-270:15:02
515:07:04,515:07:04
689:02:00,689:02:00
705:02:00,705:02:00
-50:08:04,-50:08:04
546:10:01,546:10:01
453:11:04,453:11:04
-770:15:01,-770:15:01
379:16:01,379:16:01
-276:15:00,-276:15:00
550:14:04,550:14:04
-244:10:04,-244:10:04
190:13:03,190:13:03
556:10:04,556:10:04
104:15:05,104:15:05
-659:15:03,-659:15:03
-297:08:01,-297:08:01
-355:09:03,-355:09:03
-11:16:04,-11:16:04
97:16:03,97:16:03
824:01:00,824:01:00
646:13:05,646:13:05
484:16:00,484:16:00
618:01:00,618:01:00
257:15:01,257:15:01
-281:15:05,-281:15:05
688:00:00,688:00:00
-182:04:00,-182:04:00
-217:13:03,-217:13:03
629:14:00,629:14:00
-571:15:00,-571:15:00
216:16:05,216:16:05
-138:07:04,-138:07:04
-358:12:00,-358:12:00
-723:11:00,-723:11:00
771:14:03,771:14:03
-452:13:02,-452:13:02
-62:02:00,-62:02:00
-46:10:02,-46:10:02
-552:16:01,-552:16:01
-142:13:05,-142:13:05
-614:16:05,-614:16:05
-254:12:00,-254:12:00
77:03:00,77:03:00
-801:14:03,-801:14:03
-227:12:02,-227:12:02
-803:06:00,-803:06:00
-439:16:02,-439:16:02
427:12:02,427:12:02
564:08:02,564:08:02
455:16:04,455:16:04
-414:10:03,-414:10:03
-185:09:03,-185:09:03
-111:15:05,-111:15:05
-770:14:04,-770:14:04
803:08:01,803:08:01
-517:13:03,-517:13:03
-641:13:00,-641:13:00
-615:12:02,-615:12:02
-671:13:04,-671:13:04
-323:00:00,-323:00:00
414:08:00,414:08:00
472:08:01,472:08:01
-769:15:04,-769:15:04
-291:12:01,-291:12:01
759:12:03,759:12:03
-533:05:00,-533:05:00
-537:13:05,-537:13:05
-262:12:00,-262:12:00
325:05:00,325:05:00
272:12:00,272:12:00
383:07:02,383:07:02
-600:15:03,-600:15:03
532:07:02,532:07:02
-776:07:04,-776:07:04
318:07:03,318:07:03
-681:07:05,-681:07:05
-611:08:05,-611:08:05
-130:15:05,-130:15:05
-803:13:05,-803:13:05
-279:10:05,-279:10:05
-98:08:03,-98:08:03
-204:16:03,-204:16:03
-426:08:01,-426:08:01
729:05:00,729:05:00
180:09:04,180:09:04
326:12:05,326:12:05
30:13:03,30:13:03
-415:12:05,-415:12:05
292:01:00,292:01:00
-48:07:04,-48:07:04
-28:16:03,-28:16:03
408:09:03,408:09:03
494:13:03,494:13:03
-827:07:01,-827:07:01
-355:08:00,-355:08:00
-463:07:02,-463:07:02
-27:09:02,-27:09:02
-474:11:01,-474:11:01
173:08:02,173:08:02
-701:14:00,-701:14:00
-622:15:03,-622:15:03
324:09:04,324:09:04
431:15:00,431:15:00
311:13:02,311:13:02
617:14:02,617:14:02
734:16:02,734:16:02
-82:11:03,-82:11:03
-196:10:03,-196:10:03
-58:12:00,-58:12:00
-429:10:03,-429:10:03
578:06:00,578:06:00
-721:15:01,-721:15:01
466:14:05,466:14:05
-277:10:01,-277:10:01
-301:09:01,-301:09:01
826:14:04,826:14:04
561:12:00,561:12:00
643:07:05,643:07:05
-237:13:02,-237:13:02
92:14:02,92:14:02
-747:02:00,-747:02:00
-664:08:00,-664:08:00
-115:16:04,-115:16:04
-574:14:02,-574:14:02
514:14:05,514:14:05
362:05:00,362:05:00
9:16:01,9:16:01
368:10:01,368:10:01
180:15:02,180:15:02
-143:11:00,-143:11:00
-58:16:02,-58:16:02
